# index, name, _pos
6655,3867,"array([2.63308304, 0.47088488])"
6656,4312,"array([2.76393928, 0.58643422])"
6657,8972,"array([ 2.18084989, -0.1530998 ])"
6658,4378,"array([ 2.44217846, -0.34466831])"
6659,5442,"array([ 2.34449407, -0.1154318 ])"
6660,9802,"array([ 2.390792  , -0.40865854])"
6661,3768,"array([2.52048787, 0.26901049])"
6662,3769,"array([2.13322902, 0.1850798 ])"
6663,5986,"array([2.06795269, 0.03761289])"
6664,3773,"array([1.86654373, 0.67011102])"
6665,3778,"array([2.52953036, 0.01006142])"
6666,3779,"array([ 2.5369349 , -0.02544941])"
6667,3781,"array([2.03145605, 0.55317666])"
6668,3782,"array([2.48490519, 0.30485175])"
6669,3784,"array([ 2.48756721, -0.04356715])"
6670,3785,"array([2.35752746, 0.06209227])"
6671,3787,"array([2.59028847, 0.43640363])"
6672,8252,"array([2.40115373, 0.29038647])"
6673,6247,"array([2.46830574, 0.38606983])"
6674,3789,"array([ 2.02680034, -0.06159733])"
6675,3790,"array([2.62938282, 0.2870064 ])"
6676,3791,"array([1.78829657, 0.48887252])"
6677,3792,"array([2.64768099, 0.2254921 ])"
6678,3793,"array([2.51291369, 0.16658959])"
6679,3795,"array([2.72579663, 0.12461043])"
6680,3796,"array([ 2.25707836, -0.2079036 ])"
6681,3803,"array([ 2.58296617, -0.08320509])"
6682,3805,"array([2.37064128, 0.08773195])"
6683,3806,"array([2.1959286 , 0.73371915])"
6684,6364,"array([2.08574982, 0.66412414])"
6685,3807,"array([2.59793656, 0.00846551])"
6686,3811,"array([2.3809347 , 0.05916862])"
6687,3813,"array([2.5011262, 0.1465109])"
6688,3815,"array([2.50668795, 0.34614492])"
6689,3816,"array([2.59836771, 0.16831861])"
6690,3817,"array([2.56008365, 0.05745402])"
6691,3818,"array([2.50893767, 0.39924998])"
6692,3819,"array([2.38109469, 0.42018071])"
6693,3821,"array([1.82229636, 0.30431088])"
6694,3823,"array([2.32667186, 0.2278568 ])"
6695,7356,"array([2.11284215, 0.27773044])"
6696,3825,"array([1.71354738, 0.66710619])"
6697,3826,"array([ 2.54575836, -0.01185141])"
6698,3827,"array([2.26620885, 0.08130064])"
6699,3828,"array([2.26116633, 0.18420565])"
6700,3831,"array([ 2.57800784, -0.16016266])"
6701,3833,"array([2.39386571, 0.44718813])"
6702,3834,"array([2.59289733, 0.30629621])"
6703,3836,"array([1.96362164, 0.55540761])"
6704,3837,"array([2.64273464, 0.1281326 ])"
6705,6888,"array([2.04373154, 0.2889924 ])"
6706,4553,"array([2.32611649, 0.48861158])"
6707,3841,"array([2.35967488, 0.40024765])"
6708,6911,"array([2.02422008, 0.14970299])"
6709,3843,"array([ 2.6207199 , -0.13490894])"
6710,3845,"array([2.39493025, 0.30339968])"
6711,3846,"array([1.90192142, 0.87046491])"
6712,4719,"array([1.86390706, 1.00445427])"
6713,3848,"array([2.39486004, 0.08190497])"
6714,3849,"array([2.17432672, 0.1166716 ])"
6715,3850,"array([2.2724358 , 0.46820299])"
6716,3852,"array([1.83374011, 0.4855588 ])"
6717,3854,"array([2.58405053, 0.59583397])"
6718,3855,"array([2.53291653, 0.27255915])"
6719,3858,"array([ 2.47448928, -0.07719906])"
6720,3859,"array([2.4220699 , 0.33565079])"
6721,3860,"array([2.19741527, 0.56505684])"
6722,3864,"array([ 2.45743742, -0.17914385])"
6723,3865,"array([1.89676588, 0.51124774])"
6724,3868,"array([2.02150272, 0.26369555])"
6725,3871,"array([2.66933472, 0.48951971])"
6726,3873,"array([2.45762601, 0.31593991])"
6727,3878,"array([2.07617071, 0.24026426])"
6728,3880,"array([1.86663153, 0.18284044])"
6729,3882,"array([1.86089173, 0.47819303])"
6730,3887,"array([ 2.65602418, -0.03595648])"
6731,3889,"array([ 2.26579244, -0.10200823])"
6732,12568,"array([1.98856248, 0.27205205])"
6733,3891,"array([2.54341919, 0.14470668])"
6734,3892,"array([1.92203711, 0.030492  ])"
6735,6233,"array([ 1.85819851, -0.03512099])"
6736,3893,"array([1.84647288, 0.24652159])"
6737,3895,"array([ 2.65599998, -0.10032022])"
6738,3896,"array([1.91188571, 0.44396016])"
6739,1868,"array([1.68588765, 0.62394991])"
6740,3897,"array([ 2.43085639, -0.00748372])"
6741,3898,"array([2.08494944, 0.63425597])"
6742,4772,"array([1.72185793, 0.44615933])"
6743,8416,"array([1.73016819, 0.45181088])"
6744,2811,"array([1.92257441, 0.73244902])"
6745,832,"array([2.03846489, 0.51806115])"
6746,7624,"array([1.93250813, 0.56936816])"
6747,9821,"array([1.82863107, 0.37842539])"
6748,7133,"array([1.89265334, 0.37175855])"
6749,9405,"array([1.98089077, 0.4695668 ])"
6750,1554,"array([1.89956491, 0.72044177])"
6751,8724,"array([1.94001646, 0.57728338])"
6752,5349,"array([1.95444224, 0.50121254])"
6753,1437,"array([2.04222444, 0.54210995])"
6754,7340,"array([1.9696997 , 0.49053201])"
6755,5277,"array([1.80458419, 0.64121544])"
6756,7974,"array([1.91499054, 0.36317457])"
6757,4672,"array([2.02050485, 0.3842561 ])"
6758,6169,"array([1.99002605, 0.67123023])"
6759,8942,"array([1.67963763, 0.48701863])"
6760,3904,"array([2.08227959, 0.6044716 ])"
6761,3905,"array([1.99451646, 0.28412468])"
6762,7301,"array([ 2.18864303, -0.21956154])"
6763,4274,"array([ 2.18508995, -0.22971027])"
6764,5316,"array([ 2.20052307, -0.22843425])"
6765,3907,"array([2.50570422, 0.71452325])"
6766,3908,"array([2.8533614 , 0.16611376])"
6767,6395,"array([2.61967265, 0.14004378])"
6768,3909,"array([ 2.41244805, -0.17534039])"
6769,3912,"array([2.02191642, 0.14268266])"
6770,3913,"array([ 2.01267675, -0.19640495])"
6771,3914,"array([ 2.03470234, -0.04523455])"
6772,3915,"array([2.42396092, 0.60530798])"
6773,3916,"array([ 2.5393189 , -0.01203588])"
6774,3917,"array([2.35911991, 0.05022433])"
6775,3918,"array([2.68141986, 0.03171153])"
6776,3921,"array([2.11726747, 0.12384444])"
6777,3922,"array([ 2.72198305, -0.08204128])"
6778,6939,"array([ 2.86714406, -0.17800548])"
6779,3923,"array([ 2.62206509, -0.0991418 ])"
6780,3928,"array([2.0322169 , 0.10199899])"
6781,3364,"array([1.94711573, 0.51389977])"
6782,3931,"array([1.90708084, 0.42334561])"
6783,7355,"array([2.18599834, 0.42926233])"
6784,5923,"array([2.38219498, 0.26061317])"
6785,3934,"array([2.11328328, 0.15342935])"
6786,1644,"array([1.98629828, 0.14985268])"
6787,11556,"array([ 1.88608147, -0.08138638])"
6788,5484,"array([1.90711503, 0.45037526])"
6789,3936,"array([ 2.31300563, -0.04837496])"
6790,3939,"array([3.03121008, 0.049112  ])"
6791,3940,"array([2.2684593 , 0.14096711])"
6792,3941,"array([2.55835366, 0.0055167 ])"
6793,3945,"array([1.93167624, 0.07067244])"
6794,3946,"array([ 2.67495629, -0.07632044])"
6795,3947,"array([2.12448642, 0.34744856])"
6796,3948,"array([2.01559567, 0.22442258])"
6797,3949,"array([ 2.4736479 , -0.08717665])"
6798,3951,"array([2.71462276, 0.14265178])"
6799,3953,"array([1.89831246, 0.54075219])"
6800,8056,"array([2.13934896, 0.35301798])"
6801,3956,"array([2.02687724, 0.78682143])"
6802,3958,"array([1.77347371, 0.74630376])"
6803,6876,"array([1.84632573, 0.58362262])"
6804,3959,"array([1.89727927, 0.34570405])"
6805,2850,"array([1.99406032, 0.31829881])"
6806,3960,"array([ 2.9914715 , -0.06285342])"
6807,3962,"array([2.4694301 , 0.23654327])"
6808,3964,"array([ 2.60818461, -0.07626309])"
6809,3966,"array([2.44013288, 0.06399508])"
6810,3968,"array([2.1668957 , 0.60312518])"
6811,3969,"array([2.61209501, 0.03103229])"
6812,3970,"array([2.49181396, 0.64323397])"
6813,3971,"array([1.83321143, 0.25415021])"
6814,3972,"array([1.7307928, 0.0704992])"
6815,5065,"array([1.82444022, 0.10218933])"
6816,3976,"array([2.51000002, 0.36275632])"
6817,3977,"array([2.59989048, 0.05723901])"
6818,3978,"array([2.06931541, 0.58843462])"
6819,3980,"array([ 2.02157611, -0.0034067 ])"
6820,3982,"array([1.84160445, 0.44495803])"
6821,8767,"array([1.68629923, 0.61023739])"
6822,10225,"array([1.7797491, 0.5579229])"
6823,3983,"array([2.64648845, 0.04343596])"
6824,3984,"array([2.60878965, 0.48294659])"
6825,9095,"array([2.43183199, 0.35526186])"
6826,3987,"array([2.16578384, 0.0858075 ])"
6827,3988,"array([2.26062761, 0.35114727])"
6828,12190,"array([2.01866587, 0.16213674])"
6829,1964,"array([1.43249713, 0.66203887])"
6830,3993,"array([ 2.49471213, -0.01380437])"
6831,3994,"array([2.01525323, 0.13976194])"
6832,3995,"array([2.60764128, 0.21970165])"
6833,3996,"array([2.28221138, 0.38846123])"
6834,4001,"array([2.52513965, 0.12822632])"
6835,9770,"array([2.50620242, 0.15688987])"
6836,9977,"array([ 2.23730334, -0.01885451])"
6837,11653,"array([2.26195433, 0.18914047])"
6838,4966,"array([2.31779444, 0.22164674])"
6839,4004,"array([2.39225487, 0.77131642])"
6840,11862,"array([2.320243  , 0.51166904])"
6841,4009,"array([2.56053068, 0.66453654])"
6842,4226,"array([2.01061023, 0.2140699 ])"
6843,4013,"array([2.70982318, 0.07318891])"
6844,4014,"array([2.58187961, 0.20919049])"
6845,10323,"array([1.57523448, 0.48335766])"
6846,8801,"array([1.62371481, 0.43458629])"
6847,4017,"array([ 2.27084536, -0.05194352])"
6848,4019,"array([2.58875441, 0.14041741])"
6849,5327,"array([2.04181756, 0.25281954])"
6850,4022,"array([2.69489485, 0.14365155])"
6851,4023,"array([1.72156964, 0.34489842])"
6852,4025,"array([2.34802941, 0.260134  ])"
6853,4026,"array([2.58263786, 0.13760572])"
6854,4028,"array([ 2.50214575, -0.04456536])"
6855,4029,"array([ 2.48541744, -0.16444504])"
6856,4030,"array([1.70303159, 0.40422375])"
6857,4032,"array([ 2.46312477, -0.06826643])"
6858,4033,"array([ 2.55853721, -0.0175682 ])"
6859,4034,"array([ 2.31233049, -0.004558  ])"
6860,4035,"array([ 2.40245853, -0.18065481])"
6861,4036,"array([2.72308561, 0.20058009])"
6862,4037,"array([ 2.39335741, -0.11575378])"
6863,4039,"array([2.4852823 , 0.34459254])"
6864,6656,"array([1.90326574, 0.19614475])"
6865,4041,"array([2.59734625, 0.01733394])"
6866,11102,"array([2.20044631, 0.13888503])"
6867,9654,"array([2.07470564, 0.24848125])"
6868,9412,"array([ 2.07915721, -0.03770481])"
6869,7679,"array([ 2.05056657, -0.0169914 ])"
6870,4343,"array([2.0071878, 0.2290888])"
6871,5729,"array([2.05303436, 0.11663767])"
6872,6578,"array([1.95584622, 0.10173444])"
6873,4043,"array([2.59442172, 0.3238929 ])"
6874,4044,"array([2.45423234, 0.44081241])"
6875,4045,"array([ 2.06299999, -0.04519491])"
6876,4046,"array([ 2.5194086 , -0.08867724])"
6877,4048,"array([2.63104238, 0.23106963])"
6878,4051,"array([2.75824387, 0.18822347])"
6879,4053,"array([2.28146073, 0.28890918])"
6880,4055,"array([2.61636715, 0.29673888])"
6881,6024,"array([1.93756176, 0.0628883 ])"
6882,5301,"array([1.73797224, 0.33247443])"
6883,4058,"array([2.60519358, 0.01932021])"
6884,4060,"array([2.31270832, 0.0549181 ])"
6885,8370,"array([1.66070554, 0.52936302])"
6886,4062,"array([1.88865958, 0.50962145])"
6887,4067,"array([2.38074565, 0.38643407])"
6888,9311,"array([2.52129174, 0.55910161])"
6889,4069,"array([ 2.40483132, -0.06367879])"
6890,4070,"array([ 2.48703694, -0.35038779])"
6891,4071,"array([2.45403778, 0.40114786])"
6892,4072,"array([2.03081256, 0.0906738 ])"
6893,4690,"array([1.93054411, 0.4032606 ])"
6894,4074,"array([ 2.47413037, -0.129974  ])"
6895,4075,"array([2.67077911, 0.1018923 ])"
6896,4076,"array([2.18726497, 0.48991215])"
6897,4077,"array([1.92080037, 0.12813631])"
6898,9026,"array([2.11030094, 0.19408338])"
6899,4079,"array([1.58770437, 0.55954998])"
6900,7614,"array([ 2.40388677, -0.02546538])"
6901,8255,"array([2.18009098, 0.06183803])"
6902,8842,"array([2.51201492, 0.09742161])"
6903,12040,"array([2.44225974, 0.14204199])"
6904,12537,"array([2.38942628, 0.0873176 ])"
6905,4091,"array([2.56095824, 0.04888272])"
6906,3474,"array([1.710796  , 0.95120794])"
6907,4360,"array([1.68652272, 0.93824034])"
6908,4100,"array([2.41041465, 0.17548127])"
6909,11671,"array([1.73775215, 0.40525681])"
6910,4113,"array([1.82428312, 0.39624307])"
6911,4104,"array([2.66107098, 0.23992062])"
6912,4107,"array([2.4005148 , 0.41221043])"
6913,4110,"array([1.51063736, 0.50536597])"
6914,11297,"array([2.74126309, 0.425369  ])"
6915,7190,"array([1.88452854, 0.38360351])"
6916,4115,"array([2.39144999, 0.11203996])"
6917,4116,"array([2.72780171, 0.39311731])"
6918,4117,"array([1.59774718, 0.70255799])"
6919,4736,"array([1.45539425, 0.81453147])"
6920,4118,"array([1.8624864 , 0.19215744])"
6921,10729,"array([1.62572481, 0.16464991])"
6922,4122,"array([ 2.48398593, -0.19069006])"
6923,4123,"array([2.65502519, 0.13037239])"
6924,4124,"array([1.93433023, 0.6292629 ])"
6925,4125,"array([1.95301668, 0.2041384 ])"
6926,4126,"array([ 2.38147399, -0.1595151 ])"
6927,4128,"array([1.9507495 , 0.28835817])"
6928,4129,"array([2.17238443, 0.34058773])"
6929,11217,"array([2.12154253, 0.36648286])"
6930,2809,"array([1.79488914, 0.5640497 ])"
6931,4455,"array([1.89129069, 0.52677589])"
6932,8388,"array([1.68597213, 0.32335726])"
6933,3052,"array([1.97527451, 0.30065663])"
6934,1053,"array([1.67171449, 0.33184691])"
6935,6081,"array([1.83669657, 0.43611366])"
6936,11965,"array([1.67607648, 0.31706819])"
6937,7326,"array([1.81839556, 0.46148097])"
6938,3549,"array([1.68429918, 0.33328143])"
6939,918,"array([1.91055024, 0.40657355])"
6940,10831,"array([1.68808094, 0.34950147])"
6941,11628,"array([1.67514881, 0.35361584])"
6942,2363,"array([1.94354699, 0.11542156])"
6943,5981,"array([1.78843182, 0.38228043])"
6944,8309,"array([1.69475682, 0.39367942])"
6945,9140,"array([1.82251306, 0.33584909])"
6946,4131,"array([ 2.41107565, -0.00575571])"
6947,4132,"array([2.39838814, 0.31163975])"
6948,4681,"array([2.60171733, 0.43973823])"
6949,7250,"array([1.95150248, 0.26724545])"
6950,5034,"array([1.94171487, 0.58666599])"
6951,6684,"array([1.99259928, 0.41782143])"
6952,4136,"array([1.79745906, 0.26341848])"
6953,4137,"array([2.77905553, 0.14608204])"
6954,6004,"array([2.94645078, 0.15145388])"
6955,4138,"array([ 2.42907553, -0.0226867 ])"
6956,6513,"array([2.02948229, 0.41974969])"
6957,9575,"array([1.85191333, 0.18888585])"
6958,8102,"array([1.88077594, 0.17531189])"
6959,4140,"array([2.67482914, 0.05547784])"
6960,6312,"array([ 1.93227624, -0.59924555])"
6961,4143,"array([ 2.51149251, -0.1435403 ])"
6962,4145,"array([ 2.32520106, -0.3721904 ])"
6963,8193,"array([ 2.29410976, -0.18827331])"
6964,4147,"array([1.90351456, 0.3228692 ])"
6965,7916,"array([1.60067899, 0.29389974])"
6966,1127,"array([1.80765079, 0.28313209])"
6967,4148,"array([1.83126859, 0.34635734])"
6968,11842,"array([1.71511468, 0.39280083])"
6969,8264,"array([1.64708473, 0.37715257])"
6970,12172,"array([1.74740705, 0.34188443])"
6971,4151,"array([1.82117184, 0.54578191])"
6972,6406,"array([2.46496291, 0.31174692])"
6973,11200,"array([2.3351647 , 0.06021608])"
6974,6409,"array([2.74203754, 0.10549313])"
6975,9518,"array([2.63873752, 0.2524581 ])"
6976,9520,"array([ 2.67012983, -0.09171478])"
6977,12,"array([ 2.18720501, -0.0330393 ])"
6978,6415,"array([2.5443728 , 0.15492862])"
6979,6418,"array([ 2.41091603, -0.09472375])"
6980,6518,"array([2.54002665, 0.09136999])"
6981,6529,"array([ 2.28809191, -0.07862375])"
6982,6544,"array([2.65254752, 0.26901929])"
6983,6426,"array([2.54531925, 0.0456049 ])"
6984,5831,"array([ 2.49080078, -0.03280689])"
6985,6612,"array([2.74096955, 0.01877031])"
6986,6439,"array([ 2.37518173, -0.099974  ])"
6987,9544,"array([2.60253136, 0.04275976])"
6988,6441,"array([2.59119881, 0.26499606])"
6989,5611,"array([2.52802172, 0.09312099])"
6990,12134,"array([ 2.62715026, -0.0483307 ])"
6991,9552,"array([2.57811545, 0.19064084])"
6992,5836,"array([2.74099656, 0.02845658])"
6993,9555,"array([2.6741427 , 0.12683986])"
6994,11293,"array([2.5052589 , 0.27477872])"
6995,11616,"array([2.71076279, 0.2123985 ])"
6996,10351,"array([ 2.66391567, -0.03148892])"
6997,9572,"array([2.52927365, 0.23686122])"
6998,10045,"array([ 2.6368038 , -0.03705901])"
6999,7980,"array([2.17932495, 0.12085672])"
7000,9574,"array([2.47869114, 0.17540632])"
7001,9522,"array([2.5627472 , 0.03258852])"
7002,6482,"array([ 2.67773272, -0.09775033])"
7003,9578,"array([2.61182806, 0.15173444])"
7004,5843,"array([2.57894963, 0.08858572])"
7005,10070,"array([2.70111179, 0.14786034])"
7006,6644,"array([2.40464919, 0.0479926 ])"
7007,9916,"array([2.18881382, 0.06064632])"
7008,9588,"array([2.51255559, 0.13975982])"
7009,9590,"array([ 2.67127557, -0.01702066])"
7010,75,"array([2.75283656, 0.30667051])"
7011,6495,"array([ 2.39009899, -0.03444593])"
7012,9594,"array([2.55031864, 0.0789532 ])"
7013,9596,"array([2.55778177, 0.0651407 ])"
7014,9599,"array([ 2.43444553, -0.16658917])"
7015,7140,"array([2.50243158, 0.28558481])"
7016,11701,"array([2.45731076, 0.24715524])"
7017,4297,"array([2.63299456, 0.1146523 ])"
7018,9604,"array([2.69600666, 0.26361055])"
7019,6506,"array([ 2.67974667, -0.0885768 ])"
7020,6507,"array([2.63149125, 0.05660433])"
7021,6511,"array([ 2.63612020e+00, -8.05689247e-04])"
7022,3294,"array([ 2.54618207, -0.22296035])"
7023,11622,"array([2.67569473, 0.08127877])"
7024,6519,"array([ 2.3993139 , -0.04020897])"
7025,8487,"array([2.61605734, 0.19343013])"
7026,9611,"array([ 2.61106791, -0.12115851])"
7027,6522,"array([ 2.45119193, -0.05892669])"
7028,9615,"array([2.63609876, 0.12777926])"
7029,6525,"array([ 2.70820723, -0.03571418])"
7030,6531,"array([2.55132896, 0.26316787])"
7031,9622,"array([2.3799076 , 0.12141904])"
7032,9623,"array([2.59550159, 0.07194983])"
7033,6536,"array([ 2.57819268, -0.1444478 ])"
7034,6539,"array([2.17879972, 0.26526421])"
7035,7182,"array([2.58888585, 0.131215  ])"
7036,4881,"array([2.50640094, 0.20669573])"
7037,11723,"array([ 2.50891648, -0.0421813 ])"
7038,9637,"array([ 2.5066397 , -0.09229984])"
7039,9639,"array([ 2.47037563, -0.05443509])"
7040,9640,"array([2.84716624, 0.1129616 ])"
7041,6549,"array([2.53841121, 0.31264447])"
7042,9645,"array([2.61457366, 0.06092976])"
7043,6553,"array([2.56588474, 0.33196673])"
7044,11826,"array([2.52104148, 0.22594127])"
7045,9653,"array([ 2.47647393, -0.10695862])"
7046,6558,"array([ 2.66260465, -0.08438529])"
7047,6562,"array([ 2.63551649, -0.00784768])"
7048,9659,"array([2.16509924, 0.0713307 ])"
7049,11615,"array([2.63475016, 0.24516962])"
7050,5449,"array([ 2.36380184, -0.09008955])"
7051,5398,"array([2.64762036, 0.15306799])"
7052,5424,"array([2.01270339, 0.24224731])"
7053,10064,"array([ 2.5887432 , -0.17227327])"
7054,6084,"array([2.37429842, 0.11825595])"
7055,6576,"array([2.35587211, 0.0185152 ])"
7056,11037,"array([2.36428518, 0.32898796])"
7057,6579,"array([2.50931877, 0.18900041])"
7058,11637,"array([ 2.58650207, -0.06048004])"
7059,9679,"array([ 2.59349565, -0.04136905])"
7060,6586,"array([2.76501573, 0.29732945])"
7061,6587,"array([2.66735035, 0.02945378])"
7062,6588,"array([2.55077398, 0.07058052])"
7063,6593,"array([ 2.60382169, -0.16011483])"
7064,9687,"array([2.41776041, 0.07886594])"
7065,9539,"array([2.68838172, 0.05514558])"
7066,4816,"array([2.6332473 , 0.17571909])"
7067,11514,"array([2.66450134, 0.25597318])"
7068,9697,"array([ 2.4629727 , -0.14894442])"
7069,6435,"array([2.70322195, 0.07825471])"
7070,6605,"array([2.52719541, 0.14727289])"
7071,7999,"array([2.26424411, 0.12202912])"
7072,11638,"array([2.75044623, 0.16637745])"
7073,9703,"array([2.45909763, 0.08004353])"
7074,6610,"array([2.59837889, 0.15078203])"
7075,6614,"array([ 2.45825547, -0.03874937])"
7076,6124,"array([2.61926125, 0.20097914])"
7077,7582,"array([2.22342183, 0.01089984])"
7078,6618,"array([ 2.36559395, -0.03232338])"
7079,11063,"array([2.30477904e+00, 3.73690784e-05])"
7080,9362,"array([ 2.60615707, -0.05076374])"
7081,8050,"array([ 2.56849052, -0.08670761])"
7082,193,"array([ 2.74427448, -0.13838154])"
7083,10075,"array([ 2.6540693 , -0.17045803])"
7084,12454,"array([2.32685147e+00, 6.96924254e-04])"
7085,12433,"array([2.30530682, 0.19105658])"
7086,9727,"array([2.69378642, 0.10549444])"
7087,7700,"array([ 2.510715  , -0.15189667])"
7088,6637,"array([ 2.61626435, -0.01908077])"
7089,6638,"array([2.633887  , 0.07165859])"
7090,6641,"array([2.41020959, 0.05477516])"
7091,6643,"array([2.74850075, 0.01301218])"
7092,9739,"array([2.61269738, 0.28840104])"
7093,205,"array([ 2.67346734, -0.19798305])"
7094,7475,"array([ 2.49434631, -0.13331092])"
7095,6648,"array([ 2.59197436, -0.05349326])"
7096,9745,"array([2.59443341, 0.04362846])"
7097,8007,"array([ 2.64248433, -0.09233806])"
7098,9548,"array([2.57454258, 0.20458186])"
7099,4322,"array([2.57303984, 0.06853811])"
7100,12288,"array([2.67734443, 0.28075081])"
7101,9047,"array([2.18048845, 0.16202153])"
7102,6657,"array([ 2.69369325, -0.02662596])"
7103,8633,"array([ 2.48025437, -0.14253306])"
7104,6661,"array([ 2.48934996, -0.02025696])"
7105,6662,"array([2.66065963, 0.06918578])"
7106,3477,"array([2.77627303, 0.28457039])"
7107,6668,"array([ 2.71820601, -0.16179812])"
7108,9776,"array([2.74616469, 0.2299506 ])"
7109,6670,"array([2.38816566, 0.31218145])"
7110,6671,"array([2.47737651, 0.04222654])"
7111,4408,"array([2.50412563, 0.24969168])"
7112,9780,"array([ 2.62486446, -0.02435996])"
7113,5690,"array([2.71232491, 0.25612097])"
7114,8511,"array([ 2.63025828, -0.11561892])"
7115,5772,"array([2.27349395, 0.05420342])"
7116,3494,"array([ 2.76024629, -0.07840045])"
7117,8817,"array([2.30567743, 0.15416131])"
7118,9800,"array([ 2.41449696, -0.06542845])"
7119,6706,"array([2.78043302, 0.16707499])"
7120,6708,"array([ 2.55724669, -0.05066342])"
7121,8550,"array([ 2.52080771, -0.14343178])"
7122,9810,"array([2.70899012, 0.09087807])"
7123,9219,"array([2.62058405, 0.10826861])"
7124,9559,"array([2.42021041, 0.29902529])"
7125,6710,"array([ 2.51784366, -0.10236821])"
7126,8227,"array([2.27797518, 0.12495183])"
7127,6712,"array([2.52055485, 0.0696811 ])"
7128,9819,"array([ 2.58676219e+00, -1.37485485e-03])"
7129,9820,"array([ 2.61886666, -0.09158509])"
7130,4839,"array([ 2.52741929, -0.0796472 ])"
7131,9822,"array([2.6191336 , 0.15424539])"
7132,7607,"array([2.64707959, 0.23962689])"
7133,1909,"array([2.19247291, 0.01385607])"
7134,9827,"array([ 2.5973211 , -0.12812847])"
7135,6720,"array([ 2.59467412, -0.15545675])"
7136,9833,"array([ 2.63294555, -0.14324254])"
7137,6724,"array([2.66741632, 0.1613249 ])"
7138,8523,"array([ 2.40139953, -0.16095684])"
7139,6726,"array([2.61785507, 0.02102683])"
7140,4338,"array([2.55785041, 0.21518183])"
7141,9841,"array([2.46582876, 0.28803097])"
7142,9842,"array([2.56231032, 0.09412945])"
7143,6840,"array([2.61399172, 0.26818766])"
7144,6734,"array([2.5272444 , 0.15607525])"
7145,9849,"array([2.4527248 , 0.30089546])"
7146,6737,"array([2.65951798, 0.1611501 ])"
7147,6739,"array([2.5151395 , 0.10522595])"
7148,9854,"array([2.59243079, 0.22613546])"
7149,9860,"array([2.62621464, 0.15326414])"
7150,9861,"array([2.5879284, 0.0058313])"
7151,12184,"array([2.66677206, 0.00367687])"
7152,8495,"array([2.55156804, 0.130845  ])"
7153,9876,"array([ 2.40281973, -0.05334546])"
7154,10092,"array([2.578026  , 0.28209531])"
7155,9878,"array([2.66443373, 0.0368658 ])"
7156,6758,"array([2.58677467, 0.186329  ])"
7157,9882,"array([ 2.40687452, -0.11381803])"
7158,9890,"array([2.36421735, 0.03506522])"
7159,6766,"array([2.72510835, 0.13288129])"
7160,6770,"array([2.82656855, 0.0579127 ])"
7161,5396,"array([ 2.58195572, -0.06609296])"
7162,9908,"array([2.51231689, 0.19645232])"
7163,9909,"array([ 2.56074889, -0.13879606])"
7164,10721,"array([2.53436569, 0.25749551])"
7165,6783,"array([ 2.35061211, -0.03771242])"
7166,4953,"array([2.43917111, 0.02529796])"
7167,6786,"array([2.66282466, 0.11752272])"
7168,11116,"array([2.19015015, 0.30843189])"
7169,6788,"array([2.49686344, 0.13972736])"
7170,9917,"array([2.57162524, 0.1861786 ])"
7171,6793,"array([2.56456688, 0.00861108])"
7172,6794,"array([2.68440424, 0.21164167])"
7173,8537,"array([ 2.45065598, -0.11516693])"
7174,9930,"array([ 2.54701879, -0.14978518])"
7175,6800,"array([2.62344789, 0.22851611])"
7176,6801,"array([ 2.56139608, -0.0838896 ])"
7177,9937,"array([2.7490007 , 0.18604661])"
7178,10126,"array([2.53062118, 0.04356556])"
7179,6804,"array([2.50078974, 0.35936985])"
7180,6806,"array([2.45508525, 0.03318366])"
7181,4601,"array([2.42364384, 0.17263492])"
7182,9944,"array([ 2.72422578, -0.04033247])"
7183,6810,"array([2.37239549, 0.21946469])"
7184,6813,"array([2.59073127, 0.02161157])"
7185,9949,"array([ 2.39240357, -0.10718301])"
7186,3649,"array([ 2.77028753, -0.05555345])"
7187,10102,"array([ 2.6713143 , -0.03177237])"
7188,9956,"array([2.70813298, 0.13574718])"
7189,6822,"array([2.56042408, 0.30626721])"
7190,6826,"array([2.42704479, 0.02942298])"
7191,9962,"array([2.46685527, 0.2953799 ])"
7192,11758,"array([ 2.68039065, -0.11618618])"
7193,11902,"array([ 2.44094744, -0.0453044 ])"
7194,6833,"array([2.6119051 , 0.26065929])"
7195,5405,"array([2.43256577, 0.31086071])"
7196,7544,"array([2.21732882, 0.23484804])"
7197,6838,"array([2.60102552, 0.2143318 ])"
7198,9981,"array([ 2.6325871 , -0.08550341])"
7199,3682,"array([ 2.78499536, -0.02281306])"
7200,8521,"array([ 2.56749109, -0.1801245 ])"
7201,10387,"array([ 2.66181123, -0.10710171])"
7202,9988,"array([2.39323969, 0.16493169])"
7203,10084,"array([2.56047425, 0.38148371])"
7204,9170,"array([2.48644163, 0.21416987])"
7205,9858,"array([ 2.61287122, -0.14371077])"
7206,9245,"array([ 2.38014155, -0.14527978])"
7207,10007,"array([2.72385791, 0.03786282])"
7208,10008,"array([2.55113125, 0.2529172 ])"
7209,6879,"array([ 2.434442  , -0.15197868])"
7210,7558,"array([2.45136314, 0.19930269])"
7211,6882,"array([2.67284134, 0.31032012])"
7212,6885,"array([ 2.50956880e+00, -1.92619646e-03])"
7213,10016,"array([2.50544692, 0.23497272])"
7214,3724,"array([2.30762156, 0.38864265])"
7215,484,"array([ 2.69162036, -0.17437385])"
7216,485,"array([ 2.7830794, -0.0351728])"
